id,label
000101,A
000102,B
000103,A
000201,C
000202,D
000301,C
000302,B
000401,C
000402,D
000501,A
000502,D
000601,A
000602,D
000701,D
000702,C
000801,D
000802,A
000901,C
000902,B
001001,B
001101,D
001102,D
001201,C
001202,A
001301,B
001302,C
001401,B
001402,B
001501,D
001601,B
001602,B
001701,C
001702,B
001801,D
001802,A
001803,A
001901,D
002001,B
002002,A
002003,B
002101,D
002201,C
002202,C
002301,C
002302,B
002401,C
002501,D
002601,D
002602,A
002701,D
002702,A
002703,A
002801,A
002802,C
002901,C
003001,B
003002,C
003101,A
003102,C
003103,A
003201,A
003301,A
003302,D
003303,D
003401,D
003402,C
003501,C
003502,B
003503,A
003601,C
003602,D
003701,A
003801,C
003901,A
003902,B
004001,A
004002,B
004101,D
004102,A
004201,C
004301,D
004401,C
004402,B
004501,C
004502,D
004601,D
004602,C
004701,C
004801,A
004802,D
004901,C
005001,D
005002,D
005101,B
005201,B
005202,A
005301,B
005302,B
005401,A
005501,D
005502,B
005601,C
005701,A
005702,B
005801,D
005901,D
006001,C
006101,A
006102,C
006201,A
006301,B
006401,B
006402,D
006501,A
006601,B
006701,C
006801,A
006802,D
006901,D
007001,A
007101,B
007102,B
007201,D
007301,A
007302,D
007401,D
007501,D
007601,B
007602,C
007701,A
007702,A
007801,B
007802,A
007803,C
007901,B
008001,D
008101,D
008102,A
008201,D
008202,A
008301,A
008401,D
008501,D
008601,D
008602,A
008603,B
008701,D
008801,D
008901,B
008902,D
009001,B
009101,B
009201,C
009301,C
009401,D
009402,D
009501,C
009502,D
009601,C
009602,D
009701,B
009702,C
009801,A
009901,B
009902,C
010001,A
010002,C
010003,B
010101,D
010102,A
010201,A
010202,A
010301,B
010302,C
010303,A
010304,D
010401,C
010402,D
010403,D
010501,B
010502,D
010601,D
010701,B
010801,D
010802,D
010901,C
010902,C
010903,B
011001,A
011101,A
011102,B
011103,A
011201,A
011301,B
011302,B
011401,D
011402,B
011501,D
011502,A
011503,D
011601,A
011701,B
011801,C
011802,C
011901,A
012001,B
012002,A
012101,D
012201,D
012202,C
012203,A
012301,A
012302,D
012303,C
012304,D
012401,D
012402,C
012501,C
012502,D
012503,B
012601,C
012602,D
012701,C
012702,D
012703,A
012801,B
012802,B
012901,C
012902,C
013001,D
013002,B
013003,B
013101,B
013102,B
013103,B
013201,D
013202,D
013301,C
013302,C
013401,C
013402,B
013501,D
013502,B
013503,C
013601,D
013701,B
013801,A
013802,A
013803,D
013901,A
014001,B
014101,A
014201,C
014301,D
014302,B
014303,B
014304,D
014401,B
014501,D
014601,A
014602,D
014701,B
014801,A
014802,C
014803,C
014901,A
015001,A
015101,B
015102,A
015103,D
015201,D
015202,C
015301,B
015302,C
015303,C
015401,A
015501,C
015502,A
015601,C
015701,D
015702,B
015801,C
015901,C
015902,B
015903,A
016001,B
016002,C
016101,D
016102,B
016201,D
016301,C
016302,C
016303,C
016401,D
016402,D
016403,B
016501,D
016502,B
016601,D
016602,D
016701,C
016702,A
016801,A
016901,B
016902,B
017001,B
017101,A
017102,C
017201,A
017202,C
017203,D
017301,C
017401,B
017501,A
017502,A
017503,D
017601,B
017602,B
017603,B
017701,A
017702,A
017703,D
017801,D
017901,A
017902,A
018001,A
018002,D
018101,D
018201,C
018301,D
018302,D
018401,A
018402,A
018501,D
018601,B
018701,B
018801,C
018802,D
018901,B
018902,D
018903,D
019001,B
019101,A
019201,A
019301,A
019401,B
019402,B
019501,C
019502,A
019601,B
019602,A
019701,B
019702,D
019703,A
019801,A
019802,B
019901,A
020001,B
020002,D
020003,B
020101,D
020102,A
020201,A
020202,A
020301,B
020401,B
020501,D
020502,D
020503,A
020601,D
020602,C
020701,B
020702,C
020703,C
020801,D
020802,B
020803,A
020901,B
020902,C
021001,A
021002,C
021003,D
021004,B
021101,B
021102,D
021103,D
021201,D
021202,B
021203,C
021301,A
021302,D
021401,C
021402,D
021501,B
021502,A
021601,D
021602,D
021603,B
021701,C
021702,C
021703,C
021801,D
021802,B
021901,D
021902,C
021903,D
022001,D
022002,B
022003,C
022101,D
022102,D
022103,A
022201,B
022202,A
022203,A
022301,D
022302,B
022401,C
022402,D
022403,D
022501,C
022502,D
022601,A
022602,C
022603,C
022701,A
022702,D
022703,B
022801,C
022802,A
022901,C
022902,C
023001,A
023002,A
023003,C
023101,D
023102,D
023103,B
023201,D
023202,D
023301,C
023302,C
023303,C
023401,C
023402,A
023403,C
023501,A
023502,B
023503,B
023601,B
023602,A
023603,B
023701,D
023702,D
023801,D
023802,A
023803,D
023901,B
023902,B
023903,C
024001,C
024002,A
024003,D
024101,D
024102,D
024103,D
024201,D
024202,C
024301,B
024302,D
024401,A
024402,D
024403,D
024501,B
024502,D
024601,A
024602,D
024701,A
024702,D
024703,D
024801,B
024802,C
024803,D
024901,D
024902,C
025001,B
025002,A
025003,B
025101,C
025102,A
025103,C
025201,D
025202,A
025301,B
025302,A
025303,B
025304,B
025401,A
025402,A
025403,B
025501,C
025502,A
025503,D
025601,A
025602,A
025701,C
025702,A
025703,A
025801,A
025802,C
025901,A
025902,B
026001,A
026002,B
026003,A
026101,C
026102,B
026201,B
026202,A
026203,B
026301,A
026302,B
026401,C
026402,C
026403,C
026501,D
026502,D
026601,C
026602,B
026603,B
026701,D
026702,D
026703,C
026801,C
026802,D
026803,A
026901,C
026902,B
026903,D
027001,C
027002,A
027003,C
027101,B
027102,D
027103,D
027201,B
027202,D
027203,A
027301,A
027302,D
027303,B
027401,C
027402,B
027501,A
027502,D
027503,B
027601,A
027602,A
027603,A
027701,C
027702,A
027801,D
027802,B
027901,C
027902,C
027903,B
028001,A
028002,C
028003,B
028004,A
028101,C
028102,D
028103,B
028201,B
028202,C
028301,C
028302,C
028303,A
028401,B
028402,C
028403,A
028501,A
028502,C
028503,A
028601,A
028602,D
028603,A
028701,C
028702,D
028703,B
028801,C
028802,B
028901,C
028902,C
028903,A
029001,B
029002,D
029101,C
029102,D
029201,D
029202,D
029301,B
029302,B
029303,A
029401,C
029402,D
029403,B
029501,C
029502,D
029601,C
029602,C
029603,A
029701,D
029702,A
029801,C
029802,C
029803,D
029901,A
029902,B
030001,D
030002,C
030101,A
030102,A
030103,C
030201,B
030202,D
030203,A
030301,C
030302,C
030303,B
030401,B
030402,B
030403,B
030501,B
030502,B
030503,B
030601,C
030602,C
030701,C
030702,B
030801,A
030802,C
030901,B
030902,D
030903,C
031001,C
031002,B
031003,A
031101,A
031102,D
031103,A
031201,B
031202,A
031203,A
031204,B
031301,B
031302,C
031401,C
031402,A
031403,D
031501,D
031502,B
031503,D
031601,C
031602,D
031701,C
031702,B
031801,D
031802,A
031901,D
031902,B
032001,B
032002,B
032101,A
032102,B
032103,A
032201,C
032202,C
032203,B
032301,A
032302,A
032303,D
032401,D
032402,C
032403,A
032501,C
032502,D
032503,C
032601,B
032602,C
032603,A
032701,C
032702,A
032801,A
032802,B
032901,D
032902,A
033001,B
033002,B
033003,C
033101,B
033102,C
033201,B
033202,B
033203,C
033301,D
033302,A
033303,B
033401,A
033402,C
033403,D
033501,A
033502,B
033503,A
033601,B
033602,D
033603,A
033701,B
033702,D
033801,A
033802,A
033901,C
033902,C
033903,B
034001,C
034002,A
034003,D
034101,B
034102,A
034103,A
034201,A
034202,C
034203,D
034301,B
034302,B
034303,A
034401,D
034402,D
034403,A
034501,A
034502,C
034503,A
034601,D
034602,C
034603,C
034701,D
034702,B
034703,B
034801,C
034802,C
034803,D
034804,B
034901,D
034902,D
034903,A
035001,C
035002,C
035003,C
035101,A
035102,B
035201,B
035202,B
035301,A
035302,B
035401,A
035402,B
035403,D
035501,A
035502,D
035503,A
035601,D
035602,D
035701,B
035702,B
035703,C
035801,C
035802,A
035901,D
035902,D
036001,A
036002,A
036101,C
036102,A
036201,D
036202,A
036203,D
036301,B
036302,A
036401,A
036402,C
036501,B
036502,C
036601,A
036602,C
036603,D
036604,D
036701,A
036702,D
036801,B
036802,B
036803,C
036901,A
036902,C
037001,A
037002,D
037101,D
037102,A
037201,D
037202,A
037301,C
037302,D
037401,A
037402,D
037501,A
037502,B
037503,D
037601,A
037602,A
037603,A
037604,D
037701,A
037702,A
037703,B
037801,B
037802,D
037901,C
037902,B
037903,D
038001,B
038002,A
038101,B
038102,C
038103,A
038201,B
038202,A
038301,D
038302,C
038303,D
038401,D
038402,C
038403,D
038501,D
038502,B
038503,C
038601,B
038602,D
038603,B
038701,B
038702,A
038801,A
038802,A
038901,D
038902,A
038903,D
039001,B
039002,B
039101,D
039102,B
039103,A
039201,B
039202,B
039301,D
039302,D
039303,D
039401,D
039402,A
039403,D
039501,B
039502,A
039601,C
039602,B
039701,A
039702,B
039801,C
039802,A
039803,D
039901,B
039902,C
040001,B
040002,B
040003,D
040101,B
040102,D
040103,D
040201,A
040202,C
040203,D
040301,D
040302,A
040303,C
040401,C
040402,D
040403,D
040501,A
040502,D
040601,D
040602,D
040603,C
040701,A
040702,A
040801,C
040802,A
040901,A
040902,B
040903,A
041001,C
041002,C
041003,D
041101,C
041102,B
041201,B
041202,C
041301,D
041302,C
041401,C
041402,D
041403,D
041501,A
041502,C
041503,A
041601,C
041602,D
041603,B
041701,A
041702,B
041801,D
041802,D
041803,D
041901,C
041902,A
042001,A
042002,D
042003,A
042101,C
042102,B
042201,A
042202,D
042301,B
042302,D
042401,B
042402,B
042501,D
042502,B
042601,C
042602,B
042701,A
042702,D
042801,B
042802,C
042803,D
042901,B
042902,A
043001,C
043002,B
043101,A
043102,D
043201,B
043202,C
043301,D
043302,B
043303,D
043401,D
043402,D
043403,D
043501,B
043502,B
043601,C
043602,B
043603,B
043701,A
043702,A
043801,C
043802,C
043901,B
043902,A
044001,D
044002,C
044101,B
044102,B
044201,B
044202,B
044301,B
044302,D
044401,D
044402,B
044501,D
044502,B
044503,A
044601,A
044602,C
044603,A
044701,C
044702,C
044703,C
044801,D
044802,A
044803,C
044901,C
044902,C
044903,D
045001,B
045002,A
045003,C
045101,A
045102,D
045103,C
045201,C
045202,C
045301,A
045302,A
045401,A
045402,C
045403,C
045501,B
045502,B
045601,B
045602,B
045701,A
045702,B
045801,A
045802,C
045901,B
045902,D
045903,A
046001,D
046002,C
046003,B
046101,B
046102,A
046201,B
046202,D
046203,A
046301,D
046302,B
046303,A
046401,A
046402,B
046501,C
046502,D
046601,B
046602,B
046701,B
046702,C
046801,C
046802,C
046803,A
046901,A
046902,A
046903,D
047001,B
047002,B
047101,B
047102,B
047103,B
047201,A
047202,A
047203,D
047301,D
047302,B
047303,D
047304,A
047401,D
047402,C
047403,C
047501,A
047502,A
047503,B
047601,C
047602,A
047603,C
047701,B
047702,A
047801,C
047802,B
047901,B
047902,A
047903,C
048001,A
048002,D
048003,C
048004,B
048101,A
048102,A
048103,B
048104,B
048201,A
048202,B
048301,A
048302,B
048303,A
048401,B
048402,A
048403,D
048501,C
048502,D
048601,B
048602,A
048603,C
048701,C
048702,C
048801,D
048802,C
048901,A
048902,B
049001,D
049002,A
049101,B
049102,D
049103,C
049201,B
049202,A
049301,C
049302,B
049401,C
049402,D
049501,A
049502,A
049601,D
049602,C
049701,A
049702,D
049801,D
049802,D
049803,D
049901,B
049902,C
050001,A
050002,B
050003,A
050101,A
050102,A
050103,D
050201,A
050202,B
050203,C
050301,A
050302,D
050303,B
050304,A
050401,B
050402,A
050403,B
050501,B
050502,B
050503,A
050601,B
050602,A
050603,C
050701,D
050702,B
050801,D
050802,D
050803,B
050901,C
050902,C
051001,C
051002,B
051003,A
051101,C
051102,D
051103,A
051201,A
051202,D
051301,B
051302,C
051401,C
051402,C
051501,A
051502,A
051601,A
051602,A
051701,B
051702,C
051703,A
051801,B
051802,C
051803,B
051901,B
051902,D
051903,B
052001,C
052002,A
052003,C
052101,D
052102,B
052103,D
052201,C
052202,A
052203,A
052301,B
052302,B
052303,D
052401,A
052402,C
052403,A
052501,B
052502,D
052503,C
052601,C
052602,D
052701,A
052702,C
052801,B
052802,B
052803,A
052901,A
052902,C
052903,C
053001,D
053002,A
053003,B
053101,D
053102,C
053103,C
053201,C
053202,A
053203,A
053301,B
053302,C
053303,C
053401,D
053402,D
053403,B
053501,C
053502,D
053601,B
053602,A
053603,C
053701,D
053702,D
053703,B
053801,C
053802,A
053901,A
053902,A
053903,C
054001,A
054002,C
054003,D
054101,A
054102,A
054103,B
054201,D
054202,A
054203,B
054301,C
054302,C
054303,D
054401,A
054402,D
054403,C
054501,B
054502,B
054503,C
054504,A
054601,B
054602,A
054701,B
054702,B
054703,A
054801,D
054802,B
054803,C
054804,D
054805,C
054901,D
054902,D
054903,C
055001,C
055002,D
055101,D
055102,D
055103,B
055201,D
055202,C
055203,A
055301,D
055302,D
055303,D
055401,C
055402,C
055403,A
055501,B
055502,D
055503,D
055601,C
055602,A
055603,D
055701,A
055702,D
055703,D
055801,D
055802,A
055803,A
055901,C
055902,A
056001,A
056002,D
056003,A
056101,A
056102,B
056201,B
056202,C
056301,B
056302,B
056401,A
056402,B
056501,C
056502,C
056503,B
056601,A
056602,A
056701,B
056702,C
056801,B
056802,C
056901,A
056902,D
056903,D
057001,C
057002,A
057003,D
057101,D
057102,C
057103,D
057201,D
057202,B
057301,C
057302,B
057303,D
057401,D
057402,D
057501,A
057502,D
057503,C
057601,C
057602,A
057701,A
057702,B
057703,D
057801,B
057802,B
057803,B
057901,A
057902,D
057903,A
058001,B
058002,B
058003,B
058101,B
058102,B
058103,C
058201,C
058202,B
058203,C
058301,B
058302,B
058303,A
058401,B
058402,D
058501,B
058502,D
058503,C
058601,C
058602,B
058603,A
058701,D
058702,D
058703,C
058801,C
058802,A
058803,B
058901,D
058902,C
058903,D
059001,C
059002,A
059003,B
059101,D
059102,C
059103,C
059201,A
059202,B
059203,D
059301,C
059302,C
059303,D
059401,C
059402,C
059403,A
059501,B
059502,C
059503,D
059601,A
059602,B
059603,D
059701,A
059702,B
059703,C
059801,C
059802,A
059901,B
059902,C
059903,C
060001,C
060002,C
060101,C
060102,A
060201,D
060202,C
060203,A
060301,B
060302,C
060303,A
060401,B
060402,D
060403,B
060501,C
060502,D
060503,C
060601,A
060602,D
060603,C
060701,B
060702,A
060703,C
060801,A
060802,D
060803,A
060901,C
060902,D
060903,C
061001,C
061002,B
061003,D
061101,D
061102,D
061201,D
061202,C
061301,D
061302,C
061303,B
061401,A
061402,C
061403,C
061501,C
061502,D
061503,C
061601,D
061602,D
061603,D
061701,A
061702,C
061703,B
061801,C
061802,A
061803,B
061901,C
061902,A
062001,A
062002,C
062101,C
062102,A
062201,A
062202,D
062203,B
062301,A
062302,D
062401,A
062402,D
062501,D
062502,D
062601,B
062602,B
062603,B
062701,A
062702,A
062703,C
062801,A
062802,C
062803,A
062901,B
062902,A
062903,A
063001,D
063002,C
063003,C
063101,A
063102,D
063103,B
063201,D
063202,A
063301,B
063302,B
063303,C
063401,D
063402,B
063403,A
063501,B
063502,C
063601,B
063602,C
063603,C
063701,A
063702,C
063703,B
063801,A
063802,A
063803,B
063901,C
063902,C
063903,C
064001,B
064002,A
064003,B
064101,C
064102,C
064103,A
064201,D
064202,C
064203,B
064301,A
064302,A
064303,D
064401,A
064402,C
064403,B
064501,C
064502,D
064503,C
064601,B
064602,B
064603,C
064701,A
064702,B
064703,B
064801,C
064802,C
064803,C
064901,B
064902,C
064903,A
065001,B
065002,B
065003,D
065101,B
065102,A
065103,B
065201,C
065202,C
065203,D
065301,D
065302,C
065303,A
065401,B
065402,C
065403,A
065501,C
065502,D
065503,A
065601,A
065602,A
065603,D
065701,C
065702,D
065703,C
065801,C
065802,D
065803,C
065901,D
065902,B
065903,D
066001,C
066002,A
066003,A
066101,D
066102,A
066103,D
066201,B
066202,C
066203,C
066301,A
066302,B
066401,D
066402,D
066403,B
066501,B
066502,B
066503,A
066601,B
066602,A
066603,B
066701,C
066702,C
066703,C
066801,D
066802,C
066803,A
066901,A
066902,A
066903,A
067001,B
067002,B
067101,B
067102,C
067103,B
067201,C
067202,A
067301,C
067302,D
067401,C
067402,B
067501,D
067502,D
067503,C
067601,D
067602,A
067701,B
067702,D
067801,B
067802,B
067803,B
067901,A
067902,C
067903,D
068001,B
068002,C
068003,C
068101,B
068102,D
068103,A
068201,B
068202,B
068203,A
068301,B
068302,D
068303,D
068401,B
068402,C
068501,D
068502,B
068601,B
068602,D
068603,B
068701,D
068702,C
068703,C
068801,A
068802,B
068803,C
068901,C
068902,C
068903,B
069001,B
069002,C
069101,A
069102,C
069103,A
069201,A
069202,A
069203,C
069301,D
069302,A
069303,D
069401,C
069402,D
069403,D
069501,A
069502,C
069503,D
069601,C
069602,C
069603,B
069701,A
069702,C
069703,C
069801,B
069802,C
069901,C
069902,C
069903,A
070001,D
070002,C
070003,D
070101,A
070102,A
070103,B
070201,C
070202,D
070203,B
070301,A
070302,A
070303,D
070401,D
070402,C
070501,D
070502,C
070601,C
070602,B
070603,B
070701,C
070702,C
070801,C
070802,A
070803,A
070901,C
070902,C
071001,A
071002,D
071101,D
071102,C
071201,A
071202,D
071203,B
071301,D
071302,A
071303,D
071401,C
071402,C
071403,D
071501,A
071502,B
071503,C
071601,B
071602,C
071701,B
071702,D
071703,B
071801,B
071802,D
071803,C
071901,C
071902,C
071903,C
072001,D
072002,D
072003,B
072101,D
072102,C
072103,C
072201,B
072202,D
072203,A
072301,B
072302,C
072303,D
072401,A
072402,B
072403,A
072501,C
072502,A
072503,B
072601,A
072602,A
072603,D
072701,A
072702,A
072703,B
072801,A
072802,A
072803,A
072901,B
072902,D
072903,D
072904,D
073001,D
073002,A
073003,D
073101,A
073102,C
073201,A
073202,A
073203,B
073301,B
073302,B
073303,D
073401,A
073402,C
073403,B
073501,A
073502,D
073503,B
073601,A
073602,C
073701,D
073702,B
073801,B
073802,A
073901,C
073902,C
074001,D
074002,D
074003,A
074101,D
074102,B
074103,C
074201,C
074202,A
074203,C
074301,C
074302,C
074303,D
074401,C
074402,D
074403,D
074501,B
074502,A
074503,A
074601,B
074602,D
074603,A
074701,C
074702,D
074703,B
074801,B
074802,D
074803,A
074901,B
074902,C
074903,A
075001,A
075002,D
075003,D
075101,D
075102,D
075103,C
075201,C
075202,D
075203,B
075301,A
075302,A
075303,C
075401,C
075402,A
075403,B
075501,D
075502,D
075503,D
075601,D
075602,A
075603,A
075701,C
075702,A
075703,A
075801,C
075802,D
075803,C
075901,A
075902,A
075903,D
076001,D
076002,B
076003,B
076101,B
076102,B
076201,A
076202,D
076203,A
076301,A
076302,B
076303,B
076401,C
076402,A
076403,C
076501,B
076502,D
076503,B
076601,B
076602,B
076603,C
076604,B
076701,B
076702,B
076703,B
076704,A
076801,A
076802,A
076803,D
076901,C
076902,B
076903,B
077001,B
077002,C
077003,D
077101,B
077102,B
077103,B
077201,C
077202,A
077203,A
077204,C
077301,D
077302,A
077303,B
077401,D
077402,C
077403,B
077501,D
077502,C
077503,A
077601,B
077602,A
077603,D
077701,A
077702,B
077703,D
077801,B
077802,D
077803,C
077901,D
077902,D
077903,A
078001,D
078002,A
078003,A
078101,D
078102,B
078103,B
078201,C
078202,B
078203,D
078301,C
078302,C
078401,C
078402,B
078403,A
078501,A
078502,A
078503,D
078601,A
078602,D
078603,D
078701,D
078702,A
078703,A
078801,D
078802,C
078803,B
078901,B
078902,C
078903,A
079001,A
079002,C
079003,D
079101,D
079102,A
079103,A
079201,C
079202,C
079203,D
079301,A
079302,A
079303,C
079401,B
079402,A
079403,A
079501,C
079502,B
079601,A
079602,C
079603,C
079701,C
079702,B
079703,A
079801,B
079802,C
079803,D
079901,A
079902,D
079903,D
080001,B
080002,B
080101,A
080102,C
080103,D
080201,B
080202,B
080203,B
080301,D
080302,C
080303,C
080401,A
080402,B
080501,D
080502,B
080601,A
080602,C
080603,D
080701,C
080702,C
080703,C
080801,D
080802,A
080803,D
080901,D
080902,B
080903,C
081001,A
081002,C
081003,D
081101,B
081102,D
081103,C
081201,D
081202,B
081203,B
081301,A
081302,B
081303,A
081401,B
081402,D
081403,D
081501,A
081502,A
081503,B
081601,A
081602,A
081603,D
081701,D
081702,B
081703,C
081801,D
081802,A
081901,A
081902,D
082001,A
082002,B
082003,C
082101,B
082102,C
082103,B
082201,D
082202,C
082301,C
082302,D
082303,A
082401,A
082402,D
082501,A
082502,B
082601,B
082602,C
082603,A
082701,B
082702,B
082801,B
082802,A
082901,A
082902,D
083001,B
083002,B
083101,C
083102,A
083201,D
083202,C
083301,B
083302,B
083303,A
083401,D
083402,B
083501,D
083502,C
083601,A
083602,A
083701,A
083702,A
083801,B
083802,D
083901,C
083902,B
084001,B
084002,B
084003,A
084101,B
084102,D
084201,C
084202,A
084203,B
084301,B
084302,D
084303,C
084401,A
084402,B
084501,A
084502,D
084601,C
084602,B
084701,C
084702,A
084703,A
084801,C
084802,D
084901,C
084902,B
084903,D
085001,C
085002,A
085101,B
085102,C
085201,A
085202,B
085301,B
085302,B
085401,B
085402,A
085501,B
085502,D
085503,B
085601,C
085602,A
085603,C
085604,A
085701,B
085702,D
085703,A
085801,A
085802,A
085803,C
085901,C
085902,D
086001,B
086002,C
086101,D
086102,A
086201,B
086202,D
086301,D
086302,C
086401,A
086402,D
086501,D
086502,D
086601,C
086602,C
086701,C
086702,B
086801,A
086802,D
086901,B
086902,C
087001,B
087002,B
087101,D
087102,A
087201,A
087202,D
087301,C
087302,C
087303,A
087401,B
087402,B
087403,A
087501,C
087502,D
087503,C
087601,D
087602,D
087603,D
087701,A
087702,B
087801,B
087802,A
087803,B
087901,A
087902,C
088001,C
088002,D
088003,C
088101,D
088102,A
088201,D
088202,D
088301,D
088302,B
088303,A
088401,C
088402,D
088501,A
088502,C
088503,B
088601,C
088602,B
088603,B
088701,B
088702,C
088703,A
088801,D
088802,B
088901,C
088902,C
089001,C
089002,D
089003,C
089101,D
089102,B
089103,D
089201,D
089202,B
089301,D
089302,C
089401,C
089402,A
089403,A
089501,B
089502,B
089601,B
089602,B
089701,C
089702,D
089703,A
089801,A
089802,C
089803,D
089901,B
089902,B
089903,A
090001,B
090002,B
090003,B
090101,A
090102,D
090103,B
090201,C
090202,D
090203,C
090301,A
090302,B
090303,B
090401,B
090402,C
090403,C
090501,D
090502,C
090601,C
090602,A
090603,D
090701,C
090702,D
090801,C
090802,B
090901,C
090902,D
090903,A
091001,D
091002,D
091101,D
091102,A
091103,A
091201,C
091202,A
091301,C
091302,C
091401,B
091402,A
091501,A
091502,C
091601,C
091602,A
091701,B
091702,A
091801,D
091802,D
091901,A
091902,C
092001,A
092002,B
092101,D
092102,A
092201,C
092202,B
092301,C
092302,A
092401,B
092402,C
092501,A
092502,B
092601,C
092602,D
092701,A
092702,B
092801,A
092802,A
092901,D
092902,B
093001,C
093002,B
093101,A
093102,B
093201,A
093202,A
093301,D
093302,B
093401,C
093402,A
093501,C
093502,A
093601,A
093602,B
093701,B
093702,D
093801,D
093802,C
093901,B
093902,B
094001,D
094002,C
094101,B
094102,C
094201,A
094202,C
094301,B
094302,D
094401,B
094402,A
094501,A
094502,D
094601,D
094602,C
094701,C
094702,B
094801,B
094802,D
094901,B
094902,A
095001,B
095002,B
095101,B
095102,A
095201,D
095202,B
095301,C
095302,C
095401,B
095402,B
095501,D
095502,A
095601,D
095602,C
095701,D
095702,A
095703,B
095801,C
095802,B
095901,A
095902,B
096001,B
096002,A
096101,D
096102,B
096201,A
096202,B
096301,B
096302,A
096303,B
096401,D
096402,B
096501,B
096502,A
096601,C
096602,B
096603,C
096701,B
096702,B
096801,D
096802,B
096901,D
096902,B
096903,B
097001,D
097002,D
097101,A
097102,C
097201,D
097202,B
097301,B
097302,C
097401,B
097402,B
097403,B
097501,C
097502,C
097601,A
097602,B
097701,C
097702,A
097801,D
097802,C
097901,D
097902,A
098001,C
098002,A
098101,B
098102,C
098103,C
098201,D
098202,B
098203,B
098301,C
098302,B
098303,A
098401,D
098402,A
098501,C
098502,A
098601,C
098602,D
098701,A
098702,B
098801,B
098802,D
098901,C
098902,C
099001,C
099002,D
099003,B
099004,C
099101,D
099102,C
099103,D
099201,C
099202,A
099203,D
099204,B
099301,B
099302,D
099303,C
099401,A
099402,A
099501,D
099502,A
099503,D
099601,D
099602,D
099603,A
099701,B
099702,A
099801,D
099802,C
099901,D
099902,B
099903,D
100001,A
100002,A
100003,A
